clip,source,height_mode,camera_source,robot_motion,render_video,composite_video
_22_STEP_OUT_HIP_BOUNCE__R__clip7,smoothed,per_frame_foot_geom,gvhmr,/home/zun/桌面/datapipeline/Loco-manipulation-human-only-release/GMR-master/output/show_gmr/debug_default_yaw_h1_sharpa/_22_STEP_OUT_HIP_BOUNCE__R__clip7/robot_motion.pkl,/home/zun/桌面/datapipeline/Loco-manipulation-human-only-release/GMR-master/output/show_gmr/debug_default_yaw_h1_sharpa/_22_STEP_OUT_HIP_BOUNCE__R__clip7/unitree_h1_with_hand_sharpa_gvhmr.mp4,/home/zun/桌面/datapipeline/Loco-manipulation-human-only-release/GMR-master/output/show_gmr/debug_default_yaw_h1_sharpa/_22_STEP_OUT_HIP_BOUNCE__R__clip7/composite_2x2.mp4
